"","count_study_sequence","count_test_sequence","datetime","response","response_study_response","response_test_response","response_time","response_time_study_response","response_time_test_response","stim","studyResultId","total_responses","workerId","stimtype","st_corr","test_quality","rt_corr","DTPPm","DTPPsd"
"151",74,7,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1661,850,1661,"p4d4_4.png",170,83,358,"D4",1,"new",0,0,0
"152",74,8,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2189,850,2189,"p2d3_2.png",170,84,358,"D3",1,"fam",0,0,0
"153",74,9,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3007,850,3007,"p5d4_3.png",170,85,358,"D4",1,"new",NA,0,0
"154",74,10,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3012,850,3012,"p1d1_1.png",170,86,358,"D1",1,"fam",NA,0,0
"155",74,11,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1745,850,1745,"p8d4_3.png",170,87,358,"D5",1,"new",1,0,0
"156",74,12,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1876,850,1876,"p4d4_3.png",170,88,358,"D4",1,"new",1,0,0
"157",74,13,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2887,850,2887,"p2d4_1.png",170,89,358,"D4",1,"fam",0,0,0
"158",74,14,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1980,850,1980,"p5d3_2.png",170,90,358,"D3",1,"fam",1,0,0
"159",74,15,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1299,850,1299,"p6d4_3.png",170,91,358,"D5",1,"new",0,0,0
"160",74,16,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1264,850,1264,"p7d4_2.png",170,92,358,"D5",1,"fam",0,0,0
"161",74,17,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3013,850,3013,"p10d4_1.png",170,93,358,"D5",1,"fam",NA,0,0
"162",74,18,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1044,850,1044,"p2d2_2.png",170,94,358,"D2",1,"fam",1,0,0
"163",74,19,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1793,850,1793,"p6d4_4.png",170,95,358,"D5",1,"new",0,0,0
"164",74,20,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1097,850,1097,"p2d1_2.png",170,96,358,"D1",1,"fam",0,0,0
"165",74,21,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1035,850,1035,"p4d1_1.png",170,97,358,"D1",1,"fam",0,0,0
"166",74,22,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3010,850,3010,"p5d3_3.png",170,98,358,"D3",1,"new",NA,0,0
"167",74,23,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1029,850,1029,"p9d4_1.png",170,99,358,"D5",1,"fam",0,0,0
"168",74,24,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1962,850,1962,"p7d4_1.png",170,100,358,"D5",1,"fam",1,0,0
"169",74,25,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",788,850,788,"p4d1_2.png",170,101,358,"D1",1,"fam",0,0,0
"170",74,26,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3007,850,3007,"p3d3_2.png",170,102,358,"D3",1,"fam",NA,0,0
"171",74,27,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1888,850,1888,"p1d4_1.png",170,103,358,"D4",1,"fam",0,0,0
"172",74,28,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3008,850,3008,"p2d3_4.png",170,104,358,"D3",1,"new",NA,0,0
"173",74,29,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1345,850,1345,"p2d1_4.png",170,105,358,"D1",1,"new",1,0,0
"174",74,30,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1181,850,1181,"p5d2_2.png",170,106,358,"D2",1,"fam",0,0,0
"175",74,31,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2305,850,2305,"p1d3_3.png",170,107,358,"D3",1,"new",1,0,0
"176",74,32,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",854,850,854,"p4d2_3.png",170,108,358,"D2",1,"new",1,0,0
"177",74,33,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1029,850,1029,"p10d4_2.png",170,109,358,"D5",1,"fam",1,0,0
"178",74,34,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3008,850,3008,"p3d1_4.png",170,110,358,"D1",1,"new",NA,0,0
"179",74,35,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1757,850,1757,"p4d2_1.png",170,111,358,"D2",1,"fam",0,0,0
"180",74,36,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1865,850,1865,"p9d4_4.png",170,112,358,"D5",1,"new",1,0,0
"181",74,37,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",2053,850,2053,"p3d2_3.png",170,113,358,"D2",1,"new",0,0,0
"182",74,38,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",775,850,775,"p5d1_2.png",170,114,358,"D1",1,"fam",0,0,0
"183",74,39,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1223,850,1223,"p2d4_2.png",170,115,358,"D4",1,"fam",0,0,0
"184",74,40,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3004,850,3004,"p9d4_3.png",170,116,358,"D5",1,"new",NA,0,0
"185",74,41,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",2847,850,2847,"p3d4_3.png",170,117,358,"D4",1,"new",0,0,0
"186",74,42,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1513,850,1513,"p10d4_3.png",170,118,358,"D5",1,"new",1,0,0
"187",74,43,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",2186,850,2186,"p4d3_1.png",170,119,358,"D3",1,"fam",1,0,0
"188",74,44,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1190,850,1190,"p3d4_1.png",170,120,358,"D4",1,"fam",0,0,0
"189",74,45,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",2562,850,2562,"p1d1_2.png",170,121,358,"D1",1,"fam",1,0,0
"190",74,46,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1140,850,1140,"p5d3_1.png",170,122,358,"D3",1,"fam",0,0,0
"191",74,47,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1817,850,1817,"p2d4_4.png",170,123,358,"D4",1,"new",1,0,0
"192",74,48,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1973,850,1973,"p3d1_2.png",170,124,358,"D1",1,"fam",1,0,0
"193",74,49,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",842,850,842,"p1d4_2.png",170,125,358,"D4",1,"fam",0,0,0
"194",74,50,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1838,850,1838,"p2d1_1.png",170,126,358,"D1",1,"fam",0,0,0
"195",74,51,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2671,850,2671,"p6d4_1.png",170,127,358,"D5",1,"fam",0,0,0
"196",74,52,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2158,850,2158,"p3d4_4.png",170,128,358,"D4",1,"new",1,0,0
"197",74,53,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",2309,850,2309,"p4d4_1.png",170,129,358,"D4",1,"fam",1,0,0
"198",74,54,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",859,850,859,"p7d4_3.png",170,130,358,"D5",1,"new",1,0,0
"199",74,55,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1098,850,1098,"p1d1_4.png",170,131,358,"D1",1,"new",1,0,0
"200",74,56,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",2349,850,2349,"p2d2_4.png",170,132,358,"D2",1,"new",0,0,0
"201",74,57,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",902,850,902,"p5d1_3.png",170,133,358,"D1",1,"new",1,0,0
"202",74,58,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",776,850,776,"p4d2_4.png",170,134,358,"D2",1,"new",1,0,0
"203",74,59,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1575,850,1575,"p1d3_1.png",170,135,358,"D3",1,"fam",0,0,0
"204",74,60,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2294,850,2294,"p5d2_1.png",170,136,358,"D2",1,"fam",0,0,0
"205",74,61,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2105,850,2105,"p4d3_2.png",170,137,358,"D3",1,"fam",0,0,0
"206",74,62,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1249,850,1249,"p5d4_2.png",170,138,358,"D4",1,"fam",0,0,0
"207",74,63,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1902,850,1902,"p4d2_2.png",170,139,358,"D2",1,"fam",0,0,0
"208",74,64,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3008,850,3008,"p3d3_3.png",170,140,358,"D3",1,"new",NA,0,0
"209",74,65,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1170,850,1170,"p1d2_2.png",170,141,358,"D2",1,"fam",1,0,0
"210",74,66,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1124,850,1124,"p5d1_1.png",170,142,358,"D1",1,"fam",0,0,0
"211",74,67,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2091,850,2091,"p1d2_3.png",170,143,358,"D2",1,"new",1,0,0
"212",74,68,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1698,850,1698,"p3d1_3.png",170,144,358,"D1",1,"new",0,0,0
"213",74,69,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1862,850,1862,"p3d2_1.png",170,145,358,"D2",1,"fam",0,0,0
"214",74,70,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2741,850,2741,"p4d3_4.png",170,146,358,"D3",1,"new",1,0,0
"215",74,71,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2095,850,2095,"p5d4_4.png",170,147,358,"D4",1,"new",1,0,0
"216",74,72,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1468,850,1468,"p3d2_2.png",170,148,358,"D2",1,"fam",0,0,0
"217",74,73,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2316,850,2316,"p2d4_3.png",170,149,358,"D4",1,"new",1,0,0
"218",74,74,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1285,850,1285,"p4d3_3.png",170,150,358,"D3",1,"new",1,0,0
"219",74,75,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3016,850,3016,"p6d4_2.png",170,151,358,"D5",1,"fam",NA,0,0
"220",74,76,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1610,850,1610,"p5d2_4.png",170,152,358,"D2",1,"new",0,0,0
"221",74,77,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",981,850,981,"p5d1_4.png",170,153,358,"D1",1,"new",1,0,0
"222",74,78,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2653,850,2653,"p9d4_2.png",170,154,358,"D5",1,"fam",0,0,0
"223",74,79,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2698,850,2698,"p1d2_1.png",170,155,358,"D2",1,"fam",0,0,0
"224",74,80,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1849,850,1849,"p1d3_2.png",170,156,358,"D3",1,"fam",0,0,0
"225",74,81,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1180,850,1180,"p4d1_4.png",170,157,358,"D1",1,"new",1,0,0
"226",74,82,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2039,850,2039,"p2d1_3.png",170,158,358,"D1",1,"new",1,0,0
"227",74,83,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1365,850,1365,"p5d2_3.png",170,159,358,"D2",1,"new",0,0,0
"228",74,84,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1420,850,1420,"p1d4_3.png",170,160,358,"D4",1,"new",1,0,0
"229",74,85,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2500,850,2500,"p4d1_3.png",170,161,358,"D1",1,"new",1,0,0
"230",74,86,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1973,850,1973,"p4d4_2.png",170,162,358,"D4",1,"fam",0,0,0
"231",74,87,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1686,850,1686,"p2d3_3.png",170,163,358,"D3",1,"new",1,0,0
"232",74,88,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","None","right","None",3010,850,3010,"p8d4_4.png",170,164,358,"D5",1,"new",NA,0,0
"233",74,89,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2451,850,2451,"p1d1_3.png",170,165,358,"D1",1,"new",1,0,0
"234",74,90,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",888,850,888,"p2d2_3.png",170,166,358,"D2",1,"new",1,0,0
"235",74,91,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1760,850,1760,"p3d1_1.png",170,167,358,"D1",1,"fam",1,0,0
"236",74,92,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1104,850,1104,"p7d4_4.png",170,168,358,"D5",1,"new",0,0,0
"237",74,93,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1012,850,1012,"p10d4_4.png",170,169,358,"D5",1,"new",1,0,0
"238",74,94,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1750,850,1750,"p3d3_4.png",170,170,358,"D3",1,"new",1,0,0
"239",74,95,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2397,850,2397,"p3d3_1.png",170,171,358,"D3",1,"fam",0,0,0
"240",74,96,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",2878,850,2878,"p5d3_4.png",170,172,358,"D3",1,"new",1,0,0
"241",74,97,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1399,850,1399,"p2d2_1.png",170,173,358,"D2",1,"fam",1,0,0
"242",74,98,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","left","right","left",1889,850,1889,"p5d4_1.png",170,174,358,"D4",1,"fam",1,0,0
"243",74,99,"Sat Oct 31 2020 23:02:30 GMT+0100 (közép-európai téli idõ)","right","right","right",1116,850,1116,"p3d4_2.png",170,175,358,"D4",1,"fam",0,0,0
"244",0,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3006,3006,NA,"p5d4_2.png",168,1,357,"D4",NA,NA,NA,0,0
"245",1,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3012,3012,NA,"p3d2_1.png",168,2,357,"D2",NA,NA,NA,0,0
"246",2,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3005,3005,NA,"prototype1.png",168,3,357,"prototype",NA,NA,NA,11.2142857142857,6.53966327628539
"247",3,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2588,2588,NA,"p3d3_1.png",168,4,357,"D3",1,NA,NA,0,0
"248",4,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2359,2359,NA,"p4d4_1.png",168,5,357,"D4",1,NA,NA,0,0
"249",5,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3008,3008,NA,"prototype2.png",168,6,357,"prototype",NA,NA,NA,0,0
"250",6,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1460,1460,NA,"p10d4_2.png",168,7,357,"D5",1,NA,NA,0,0
"251",7,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",790,790,NA,"p9d4_1.png",168,8,357,"D5",1,NA,NA,0,0
"252",8,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1448,1448,NA,"prototype5.png",168,9,357,"prototype",1,NA,NA,0,0
"253",9,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2924,2924,NA,"p3d4_2.png",168,10,357,"D4",1,NA,NA,0,0
"254",10,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3001,3001,NA,"p2d1_2.png",168,11,357,"D1",NA,NA,NA,0,0
"255",11,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1688,1688,NA,"p5d2_1.png",168,12,357,"D2",0,NA,NA,0,0
"256",12,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3017,3017,NA,"prototype3.png",168,13,357,"prototype",NA,NA,NA,0,0
"257",13,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",2309,2309,NA,"prototype5.png",168,14,357,"prototype",1,NA,NA,0,0
"258",14,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3005,3005,NA,"p8d4_2.png",168,15,357,"D5",NA,NA,NA,0,0
"259",15,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1624,1624,NA,"p2d2_2.png",168,16,357,"D2",1,NA,NA,0,0
"260",16,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1187,1187,NA,"p10d4_1.png",168,17,357,"D5",1,NA,NA,0,0
"261",17,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1327,1327,NA,"p1d2_2.png",168,18,357,"D2",1,NA,NA,0,0
"262",18,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2390,2390,NA,"p5d4_1.png",168,19,357,"D4",1,NA,NA,0,0
"263",19,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1602,1602,NA,"p5d2_2.png",168,20,357,"D2",0,NA,NA,0,0
"264",20,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",909,909,NA,"p9d4_2.png",168,21,357,"D5",1,NA,NA,0,0
"265",21,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1353,1353,NA,"p3d3_2.png",168,22,357,"D3",1,NA,NA,0,0
"266",22,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2161,2161,NA,"p4d3_2.png",168,23,357,"D3",1,NA,NA,0,0
"267",23,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",873,873,NA,"p4d3_1.png",168,24,357,"D3",1,NA,NA,0,0
"268",24,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",2865,2865,NA,"prototype2.png",168,25,357,"prototype",1,NA,NA,0,0
"269",25,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",994,994,NA,"p2d3_2.png",168,26,357,"D3",1,NA,NA,0,0
"270",26,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1598,1598,NA,"p5d1_1.png",168,27,357,"D1",0,NA,NA,0,0
"271",27,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3006,3006,NA,"p1d3_1.png",168,28,357,"D3",NA,NA,NA,0,0
"272",28,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2362,2362,NA,"p2d4_2.png",168,29,357,"D4",1,NA,NA,0,0
"273",29,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1065,1065,NA,"prototype5.png",168,30,357,"prototype",1,NA,NA,0,0
"274",30,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1134,1134,NA,"p8d4_1.png",168,31,357,"D5",1,NA,NA,0,0
"275",31,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",776,776,NA,"p2d3_1.png",168,32,357,"D3",1,NA,NA,0,0
"276",32,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",848,848,NA,"prototype4.png",168,33,357,"prototype",0,NA,NA,0,0
"277",33,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3004,3004,NA,"p4d4_2.png",168,34,357,"D4",NA,NA,NA,0,0
"278",34,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1978,1978,NA,"prototype1.png",168,35,357,"prototype",1,NA,NA,0,0
"279",35,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2721,2721,NA,"p3d2_2.png",168,36,357,"D2",1,NA,NA,0,0
"280",36,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",523,523,NA,"prototype3.png",168,37,357,"prototype",1,NA,NA,0,0
"281",37,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2358,2358,NA,"prototype4.png",168,38,357,"prototype",0,NA,NA,0,0
"282",38,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",2642,2642,NA,"p4d1_1.png",168,39,357,"D1",1,NA,NA,0,0
"283",39,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3004,3004,NA,"p5d1_2.png",168,40,357,"D1",NA,NA,NA,0,0
"284",40,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1465,1465,NA,"p1d1_2.png",168,41,357,"D1",1,NA,NA,0,0
"285",41,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","right","right","",1976,1976,NA,"p3d1_1.png",168,42,357,"D1",1,NA,NA,0,0
"286",42,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",818,818,NA,"p5d3_1.png",168,43,357,"D3",0,NA,NA,0,0
"287",43,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",2832,2832,NA,"prototype1.png",168,44,357,"prototype",1,NA,NA,0,0
"288",44,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","left","left","",1757,1757,NA,"prototype5.png",168,45,357,"prototype",1,NA,NA,0,0
"289",45,NA,"Sat Oct 31 2020 21:04:34 GMT+0100 (közép-európai téli idõ)","None","None","",3006,3006,NA,"p1d1_1.png",168,46,357,"D1",NA,NA,NA,0,0
